1	1
2	2
3	3
4	1
5	1
6	3
7	4
8	2
9	5
10	5
11	2
12	3
13	2
14	1
15	3
16	1
17	2
18	5
19	1
20	2
21	1
22	2
23	2
24	6
25	5
26	1
27	1
28	2
29	1
30	5
31	2
32	5
33	2
34	6
35	4
36	6
37	6
38	5
39	2
40	3
41	2
42	5
43	3
44	1
45	6
46	3
47	5
48	3
49	4
50	1
51	7
52	3
53	5
54	5
55	5
56	5
57	1
58	2
59	8
60	2
61	1
62	2
63	1
64	2
65	3
66	2
67	2
68	5
69	2
70	2
71	9
72	2
73	2
74	2
75	10
76	2
77	5
78	5
79	1
80	2
81	6
82	5
83	1
84	1
85	2
86	1
87	5
88	2
89	5
90	1
91	2
92	1
93	8
94	5
95	1
96	5
97	2
98	2
99	2
100	5
101	1
102	5
103	11
104	2
105	3
106	5
107	4
108	3
109	5
110	5
111	2
112	3
113	3
114	5
115	2
116	1
117	2
118	1
119	3
120	8
121	5
122	3
123	5
124	2
125	2
126	2
127	1
128	2
129	1
130	3
131	5
132	2
133	5
134	1
135	5
136	5
137	5
138	2
139	1
140	6
141	2
142	1
143	4
144	2
145	1
146	6
147	1
148	2
149	4
150	2
