1	1
2	2
3	1
4	2
5	2
6	5
7	2
8	2
9	2
10	2
11	2
12	1
13	1
14	1
15	1
16	1
17	2
18	1
19	2
20	1
21	2
22	1
23	1
24	1
25	2
26	2
27	1
28	3
29	2
30	5
31	1
32	3
33	1
34	1
35	1
36	1
37	2
38	2
39	1
40	1
41	2
42	5
43	5
44	2
45	5
46	1
47	1
48	2
49	1
50	1
51	1
52	1
53	2
54	1
55	2
56	5
57	1
58	2
59	2
60	1
61	1
62	2
63	2
64	2
65	1
66	5
67	2
68	3
69	3
70	3
71	3
72	3
73	3
74	3
75	3
76	3
77	3
78	3
79	3
80	3
81	3
82	2
83	3
84	3
85	3
86	3
87	3
88	3
89	3
90	1
91	3
92	3
93	3
94	3
95	3
96	2
97	2
98	3
99	3
100	3
101	3
102	3
103	3
104	3
105	3
106	3
107	3
108	3
109	3
110	2
111	3
112	2
113	3
114	3
115	3
116	3
117	3
118	3
119	3
120	3
121	3
122	3
123	3
124	3
125	4
126	3
127	1
128	4
129	1
130	2
131	2
132	2
133	2
134	1
135	3
136	3
137	4
138	2
139	3
140	3
141	3
142	3
143	3
144	2
145	2
146	2
147	2
148	3
149	3
150	3
151	3
152	3
153	3
154	3
155	3
156	3
157	3
158	3
159	3
160	3
161	3
162	3
163	3
164	3
165	3
166	3
167	3
168	3
169	3
170	3
171	3
172	3
173	2
174	3
175	3
176	2
177	3
178	2
179	3
180	1
181	1
182	3
183	2
184	2
185	3
186	3
187	2
188	1
189	2
190	1
191	1
192	3
193	3
194	3
195	3
196	2
197	3
198	2
199	1
200	3
201	2
202	3
203	4
204	3
205	4
206	3
207	4
208	4
209	3
210	4
211	5
212	4
213	3
214	4
215	3
216	4
217	4
218	4
219	3
220	4
221	2
222	4
223	3
224	3
225	3
226	4
227	4
228	3
229	4
230	4
231	3
232	4
233	2
234	3
235	4
236	4
237	4
238	1
239	4
240	4
241	2
242	4
243	4
244	4
245	3
246	3
247	3
248	4
249	4
250	4
251	4
252	3
253	3
254	4
255	4
256	4
257	4
258	4
259	4
260	4
261	4
262	4
263	4
264	2
265	3
266	4
267	2
268	4
269	3
270	4
271	4
272	3
273	3
274	2
275	2
276	4
277	3
278	4
279	4
280	5
281	4
282	4
283	5
284	5
285	4
286	4
287	4
288	4
289	4
290	2
291	5
292	4
293	2
294	2
295	4
296	4
297	4
298	4
299	2
300	4
301	4
302	4
303	4
304	4
305	4
306	4
307	4
308	4
309	4
310	4
311	2
312	4
313	5
314	4
315	4
316	4
317	4
318	4
319	5
320	5
321	4
322	4
323	4
324	2
325	4
326	4
327	4
328	4
329	4
330	4
331	4
332	2
333	5
334	5
335	5
336	5
337	5
338	5
339	5
340	5
341	5
342	4
343	5
344	5
345	5
346	5
347	2
348	5
349	5
350	5
351	5
352	5
353	5
354	2
355	5
356	5
357	5
358	5
359	1
360	5
361	4
362	5
363	5
364	5
365	5
366	2
367	5
368	5
369	5
370	2
371	5
372	5
373	5
374	5
375	5
376	5
377	5
378	5
379	5
380	5
381	5
382	5
383	5
384	5
385	5
386	5
