1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
41	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
51	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
59	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	1
71	1
72	1
73	1
74	1
75	1
76	1
77	1
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	1
91	1
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	1
100	1
101	1
102	2
103	2
104	1
105	1
106	2
107	1
108	1
109	1
110	1
111	1
112	1
113	1
114	1
115	1
116	1
117	1
118	1
119	1
120	1
121	1
122	1
123	1
124	1
125	1
126	1
127	1
128	1
129	1
130	1
131	1
132	1
133	1
134	1
135	1
136	1
137	1
138	1
139	1
140	1
141	1
142	1
143	1
144	1
145	1
146	1
147	1
148	1
149	1
150	1
151	1
152	1
153	1
154	1
155	1
156	1
157	1
158	1
159	1
160	1
161	1
162	1
163	1
164	1
165	1
166	1
167	1
168	1
169	1
170	1
171	1
172	1
173	1
174	1
175	1
176	1
177	1
178	1
179	1
180	1
181	1
182	1
183	1
184	1
185	1
186	1
187	1
188	1
189	1
190	1
191	1
192	1
193	1
194	1
195	1
196	1
197	1
198	1
199	1
200	1
201	1
202	1
203	1
204	1
205	1
206	1
207	1
208	1
209	1
210	1
211	1
212	1
213	1
214	1
215	1
216	1
217	1
218	1
219	2
220	1
221	3
222	1
223	1
224	1
225	1
226	1
227	1
228	1
229	1
230	1
231	1
232	1
233	1
234	1
235	1
236	1
237	1
238	1
239	1
240	1
241	1
242	1
243	1
244	1
245	1
246	1
247	1
248	1
249	1
250	1
251	1
252	1
253	1
254	1
255	1
256	1
257	2
258	1
259	2
260	1
261	1
262	1
263	-1
264	-1
265	3
266	1
267	3
268	1
269	1
270	3
271	1
272	3
273	1
274	3
275	3
276	3
277	3
278	1
279	1
280	1
281	1
282	1
283	1
284	1
285	1
286	3
287	1
288	4
289	4
290	1
291	4
292	3
293	5
294	3
295	3
296	3
297	2
298	1
299	6
300	6
301	7
302	7
303	2
304	1
305	1
306	1
307	1
308	2
309	2
310	1
311	8
312	2
313	2
314	2
315	1
316	1
317	1
318	1
319	2
320	2
321	2
322	2
323	7
324	9
325	9
326	-1
327	9
328	-1
329	9
330	7
331	7
332	8
333	8
334	-1
335	9
336	7
337	7
338	8
339	9
340	7
341	8
342	8
343	10
344	-1
345	-1
346	-1
347	5
348	-1
349	-1
350	-1
351	-1
352	-1
353	11
354	11
355	6
356	-1
357	-1
358	12
359	12
360	-1
361	-1
362	-1
363	-1
364	-1
365	13
366	11
367	11
368	-1
369	-1
370	11
371	14
372	6
373	12
374	12
375	-1
376	6
377	12
378	-1
379	-1
380	15
381	15
382	12
383	6
384	16
385	12
386	15
387	-1
388	13
389	-1
390	17
391	3
392	-1
393	18
394	19
395	2
396	-1
397	7
398	8
399	-1
400	20
401	20
402	2
403	2
404	2
405	20
406	19
407	20
408	-1
409	15
410	6
411	21
412	-1
413	22
414	15
415	15
416	15
417	1
418	2
419	19
420	17
421	2
422	7
423	20
424	15
425	-1
426	22
427	21
428	-1
429	12
430	15
431	6
432	6
433	15
434	14
435	-1
436	23
437	15
438	-1
439	-1
440	-1
441	-1
442	-1
443	2
444	20
445	-1
446	-1
447	-1
448	20
449	18
450	18
451	6
452	22
453	22
454	20
455	18
456	24
457	-1
458	-1
459	15
460	6
461	15
462	22
463	19
464	21
465	-1
466	15
467	15
468	18
469	23
470	-1
471	-1
472	-1
473	-1
474	3
475	15
476	15
477	6
478	3
479	6
480	6
481	-1
482	-1
483	6
484	-1
485	16
486	23
487	25
488	25
489	-1
490	25
491	-1
492	-1
493	-1
494	-1
495	6
496	6
497	3
498	-1
499	1
500	5
501	-1
502	-1
503	-1
504	-1
505	5
506	-1
507	-1
508	-1
509	-1
510	-1
511	-1
512	5
513	-1
514	-1
515	-1
516	-1
517	-1
