1	1
2	5
3	4
4	1
5	1
6	4
7	5
8	2
9	2
10	2
11	5
12	4
13	2
14	1
15	4
16	1
17	5
18	2
19	1
20	5
21	4
22	2
23	5
24	3
25	2
26	1
27	1
28	2
29	1
30	3
31	2
32	3
33	5
34	3
35	5
36	3
37	3
38	2
39	5
40	4
41	2
42	3
43	4
44	1
45	3
46	4
47	3
48	4
49	5
50	1
51	3
52	4
53	3
54	3
55	2
56	3
57	1
58	5
59	5
60	2
61	1
62	5
63	1
64	5
65	4
66	2
67	5
68	2
69	5
70	2
71	4
72	2
73	2
74	2
75	3
76	2
77	2
78	3
79	1
80	5
81	3
82	3
83	1
84	4
85	5
86	1
87	2
88	2
89	2
90	1
91	2
92	1
93	5
94	2
95	1
96	3
97	5
98	5
99	2
100	2
101	1
102	3
103	2
104	5
105	4
106	3
107	5
108	4
109	3
110	2
111	2
112	4
113	4
114	2
115	5
116	1
117	2
118	1
119	4
120	5
121	3
122	4
123	2
124	5
125	5
126	2
127	4
128	5
129	1
130	4
131	3
132	2
133	3
134	4
135	3
136	2
137	2
138	2
139	1
140	3
141	5
142	1
143	5
144	2
145	4
146	3
147	1
148	2
149	5
150	5
