1	1
2	2
3	1
4	2
5	2
6	3
7	2
8	1
9	1
10	2
11	2
12	1
13	1
14	4
15	1
16	1
17	1
18	1
19	2
20	1
21	1
22	1
23	1
24	1
25	2
26	-1
27	1
28	2
29	2
30	-1
31	1
32	2
33	1
34	1
35	1
36	-1
37	1
38	2
39	1
40	1
41	1
42	3
43	3
44	2
45	3
46	1
47	1
48	1
49	1
50	1
51	1
52	1
53	1
54	1
55	2
56	3
57	4
58	1
59	2
60	1
61	1
62	2
63	1
64	2
65	1
66	3
67	2
68	2
69	2
70	2
71	2
72	5
73	2
74	2
75	2
76	2
77	2
78	2
79	2
80	2
81	2
82	1
83	2
84	2
85	2
86	2
87	1
88	2
89	2
90	-1
91	2
92	2
93	2
94	2
95	2
96	2
97	2
98	2
99	5
100	2
101	2
102	2
103	2
104	2
105	2
106	2
107	2
108	2
109	2
110	2
111	2
112	1
113	2
114	2
115	2
116	2
117	2
118	2
119	2
120	2
121	2
122	2
123	2
124	2
125	6
126	-1
127	-1
128	2
129	1
130	-1
131	2
132	2
133	1
134	1
135	2
136	2
137	2
138	2
139	5
140	2
141	2
142	2
143	2
144	2
145	1
146	1
147	1
148	2
149	2
150	2
151	5
152	2
153	2
154	2
155	2
156	2
157	2
158	2
159	2
160	2
161	2
162	2
163	2
164	2
165	5
166	2
167	2
168	2
169	2
170	2
171	2
172	2
173	1
174	2
175	2
176	1
177	2
178	1
179	5
180	1
181	1
182	2
183	2
184	1
185	2
186	2
187	2
188	1
189	2
190	1
191	1
192	2
193	2
194	2
195	5
196	2
197	2
198	2
199	1
200	2
201	2
202	2
203	6
204	5
205	2
206	1
207	6
208	2
209	2
210	6
211	7
212	2
213	2
214	6
215	2
216	6
217	6
218	2
219	1
220	7
221	1
222	7
223	2
224	2
225	2
226	2
227	2
228	-1
229	6
230	2
231	2
232	2
233	2
234	2
235	2
236	6
237	1
238	1
239	2
240	2
241	2
242	2
243	6
244	1
245	2
246	2
247	2
248	6
249	6
250	2
251	6
252	2
253	2
254	2
255	2
256	7
257	7
258	2
259	2
260	6
261	-1
262	2
263	2
264	2
265	2
266	2
267	2
268	2
269	2
270	2
271	2
272	2
273	2
274	2
275	2
276	6
277	2
278	6
279	6
280	3
281	2
282	7
283	3
284	7
285	2
286	6
287	6
288	6
289	2
290	2
291	3
292	7
293	2
294	2
295	2
296	1
297	3
298	2
299	2
300	6
301	2
302	8
303	7
304	7
305	6
306	7
307	6
308	6
309	6
310	6
311	8
312	8
313	7
314	6
315	7
316	6
317	7
318	2
319	7
320	7
321	7
322	7
323	6
324	2
325	2
326	6
327	2
328	2
329	2
330	6
331	6
332	2
333	3
334	3
335	3
336	3
337	3
338	3
339	7
340	3
341	3
342	2
343	7
344	3
345	3
346	3
347	3
348	3
349	3
350	7
351	3
352	3
353	3
354	2
355	3
356	9
357	3
358	2
359	3
360	3
361	6
362	3
363	3
364	3
365	2
366	2
367	3
368	3
369	2
370	8
371	2
372	3
373	7
374	8
375	9
376	3
377	7
378	3
379	3
380	3
381	-1
382	1
383	3
384	-1
385	3
386	3
