1	1
2	2
3	1
4	1
5	1
6	1
7	2
8	2
9	3
10	3
11	2
12	1
13	3
14	1
15	1
16	1
17	2
18	3
19	1
20	2
21	1
22	3
23	2
24	3
25	3
26	1
27	1
28	3
29	1
30	3
31	3
32	3
33	2
34	3
35	2
36	3
37	3
38	3
39	2
40	1
41	3
42	3
43	1
44	1
45	3
46	1
47	3
48	1
49	2
50	1
51	3
52	1
53	3
54	3
55	3
56	3
57	1
58	2
59	2
60	2
61	1
62	2
63	1
64	2
65	1
66	3
67	2
68	3
69	2
70	3
71	1
72	3
73	3
74	3
75	3
76	3
77	3
78	3
79	1
80	2
81	3
82	3
83	1
84	1
85	2
86	1
87	3
88	2
89	3
90	1
91	3
92	1
93	2
94	3
95	1
96	3
97	2
98	2
99	2
100	3
101	1
102	3
103	2
104	2
105	1
106	3
107	2
108	1
109	3
110	3
111	3
112	1
113	1
114	3
115	2
116	1
117	3
118	1
119	1
120	2
121	3
122	1
123	3
124	2
125	2
126	2
127	1
128	2
129	1
130	1
131	3
132	3
133	3
134	1
135	3
136	3
137	3
138	3
139	1
140	3
141	2
142	1
143	2
144	2
145	1
146	3
147	1
148	3
149	2
150	2
